13.2766700000,0.0000000000
13.3967600000,0.0000000000
15.4703600000,0.0000000000
16.0317400000,0.0000000000
77.2630000000,0.0000000000
77.4570000000,0.0000000000
81.4350000000,0.0000000000
81.7320000000,0.0000000000
92.0594000000,0.0000000000
93.6387000000,0.0000000000
99.8370000000,0.0000000000
448.4330000000,0.0000000000
29890.0000000000,0.0000000000
44591.0000000000,0.0000001236
44920.0000000000,0.0000001279
45620.0000000000,0.0000001976
46581.0000000000,0.0000002193
46814.0000000000,0.0000002248
59069.1500000000,0.0000007191
67075.0600000000,0.0000013577
67172.9600000000,0.0000008107
68259.1400000000,0.0000008715
68857.2900000000,0.0000015479
76344.6800000000,0.0000025935
76356.6000000000,0.0000025955
77515.0400000000,0.0000015395
77943.2200000000,0.0000015776
80360.1900000000,0.0000018065
84365.3000000000,0.0000005110
86378.8800000000,0.0000005529
86586.7000000000,0.0000004928
86591.4100000000,0.0000007275
87531.2000000000,0.0000005778
87813.2000000000,0.0000005840
88147.2500000000,0.0000005914
90746.8000000000,0.0000030828
90763.7000000000,0.0000030853
92092.5500000000,0.0000066240
92286.6000000000,0.0000006877
92359.1800000000,0.0000006894
92524.3200000000,0.0000009147
92545.9500000000,0.0000067887
92867.7000000000,0.0000006176
93063.3500000000,0.0000009331
93241.3900000000,0.0000006255
94555.8000000000,0.0000006540
94797.8000000000,0.0000007504
94862.7000000000,0.0000005746
95760.6000000000,0.0000006044
96759.5000000000,0.0000006107
97370.4700000000,0.0000008181
97416.1200000000,0.0000006235
97769.8000000000,0.0000005565
99671.2000000000,0.0000006687
100715.5000000000,0.0000007972
100724.6800000000,0.0000012192
100883.8100000000,0.0000006111
102817.5700000000,0.0000009729
103624.2500000000,0.0000008706
103776.6100000000,0.0000006643
103999.0900000000,0.0000121659
104573.9400000000,0.0000056937
104936.9000000000,0.0000010375
104996.2000000000,0.0000007824
105178.3800000000,0.0000128715
105302.7000000000,0.0000014132
105630.8200000000,0.0000010591
105853.9000000000,0.0000007040
106339.6000000000,0.0000007134
106933.8000000000,0.0000006477
107545.6000000000,0.0000006514
108052.7000000000,0.0000007474
109815.7600000000,0.0000010392
109824.5000000000,0.0000011955
110189.6000000000,0.0000007053
110839.3000000000,0.0000007095
111993.1900000000,0.0000012698
112530.6000000000,0.0000008400
113031.0000000000,0.0000011333
113135.7000000000,0.0000011365
113233.6000000000,0.0000006445
113897.5000000000,0.0000081924
114591.8400000000,0.0000084058
115612.0400000000,0.0000013995
116171.8000000000,0.0000009196
117431.7000000000,0.0000007113
117637.5000000000,0.0000014751
118845.3000000000,0.0000011246
120059.1000000000,0.0000010087
120346.9200000000,0.0000013645
120426.7100000000,0.0000253287
120754.4000000000,0.0000013781
121684.2000000000,0.0000016330
122461.8400000000,0.0000111177
122620.1000000000,0.0000012295
124104.7800000000,0.0000294403
124535.8700000000,0.0000015075
124890.3000000000,0.0000008379
127259.8000000000,0.0000008802
128307.6000000000,0.0000013967
128371.4500000000,0.0000158067
128449.8000000000,0.0000012155
128605.7000000000,0.0000014412
128726.4000000000,0.0000010815
129614.0000000000,0.0000010890
130414.0000000000,0.0000014615
131277.5000000000,0.0000014885
132684.9300000000,0.0000155217
132870.7000000000,0.0000013323
133015.5000000000,0.0000013362
133517.2000000000,0.0000009967
134304.5000000000,0.0000016257
134610.5400000000,0.0000164734
136272.1400000000,0.0000022763
136277.8000000000,0.0000016496
137045.6000000000,0.0000017185
137083.4000000000,0.0000019812
138674.3000000000,0.0000010977
139448.1000000000,0.0000013196
142341.2400000000,0.0000584323
143375.4000000000,0.0000014175
143681.3100000000,0.0000612352
146096.5000000000,0.0078230109
147444.3000000000,0.0000009438
148843.8000000000,0.0000024863
149058.0000000000,0.0000018043
151315.9000000000,0.0000021839
152657.8000000000,0.0000016618
154370.6000000000,0.0000017300
155648.9000000000,0.0000017443
156880.5000000000,0.0000017788
159176.6000000000,0.0000473400
160642.8800000000,0.0000337872
163015.0000000000,0.0000027230
163368.8000000000,0.0000016411
165709.4000000000,0.0000012370
165931.2000000000,0.0000027717
167397.3000000000,0.0000024194
169140.8000000000,0.0000029917
172282.5000000000,0.0000030473
176579.9000000000,0.0000023698
177704.9000000000,0.0000757356
178843.2000000000,0.0000020278
179184.2000000000,0.0000784396
182372.8400000000,0.0000293675
183428.3000000000,0.0000051233
185273.2000000000,0.0000030948
186375.3000000000,0.0000026899
