323.1428380000,0.0000000000
327.2349830000,0.0000000000
327.2561290000,0.0000000000
335.0700220000,0.0000000000
335.1133440000,0.0000000000
353.3476270000,0.0000000000
353.4618840000,0.0000000000
418.5327680000,0.0000000000
419.0741830000,0.0000000000
1411.6352600000,0.0000000000
1411.8513700000,0.0000000000
1417.8133200000,0.0000000000
1493.2164500000,0.0000000000
1493.4487000000,0.0000000000
1493.6409400000,0.0000000000
1493.8892600000,0.0000000000
1499.9837600000,0.0000000000
1500.1309800000,0.0000000000
1500.5594000000,0.0000000000
1671.5762000000,0.0000000000
1671.8663300000,0.0000000000
1672.6159700000,0.0000000000
1672.9454300000,0.0000000000
1679.8853500000,0.0000000000
1680.2460000000,0.0000000000
1681.2965900000,0.0000000000
2252.9615000000,0.0000000000
2253.4840000000,0.0000000000
2257.4470000000,0.0000000000
2258.1392000000,0.0000000000
2267.1820000000,0.0000000000
2268.7394000000,0.0000000000
2273.2880000000,0.0000000000
3767.1696000000,0.0000000000
3767.6695000000,0.0000000000
3780.1972000000,0.0000000000
3780.2305600000,0.0000000000
4410.1769000000,0.0000000000
4410.7787000000,0.0000000000
4413.8817000000,0.0000000000
4414.6237000000,0.0000000000
4426.7305200000,0.0000000000
4426.7595000000,0.0000000000
4428.0036900000,0.0000000000
4428.0419000000,0.0000000000
4431.7769000000,0.0000000000
4431.8788000000,0.0000000000
4432.0300600000,0.0000000000
4432.6716500000,0.0000000000
4433.9482300000,0.0000000000
4948.7000000000,0.0000000000
5007.4000000000,0.0000000000
5070.0000000000,0.0000000000
5867.3000000000,0.0000000000
5919.1000000000,0.0000000000
6439.5330000000,0.0000000000
6440.8030000000,0.0000000000
6454.9920000000,0.0000000000
6456.8480000000,0.0000000000
6472.2790500000,0.0000000000
6472.3363000000,0.0000000000
6477.5976000000,0.0000000000
6477.6934000000,0.0000000000
6482.3063700000,0.0000000000
6484.9873200000,0.0000000000
6490.3268000000,0.0000000000
6493.3357000000,0.0000000000
6493.8267000000,0.0000000000
9046.0360000000,0.0000000000
9047.4420000000,0.0000000000
9077.7183000000,0.0000000000
9077.9860000000,0.0000000000
13919.3100000000,0.0000000000
13921.8070000000,0.0000000000
13956.2820000000,0.0000000000
13960.1840000000,0.0000000000
13981.5520000000,0.0000000000
13981.6630000000,0.0000000000
13994.2606000000,0.0000000000
13994.4640000000,0.0000000000
14000.1372000000,0.0000000000
14000.1704000000,0.0000000000
14006.5061000000,0.0000000000
14006.5744000000,0.0000000000
14008.8047000000,0.0000000000
14012.6485000000,0.0000000000
14019.0288000000,0.0000000000
14019.3286000000,0.0000000000
14019.3527000000,0.0000000000
14031.8370000000,0.0000000000
14033.0390000000,0.0000000000
18070.9000000000,0.0000000019
18527.2000000000,0.0000000019
19612.3000000000,0.0000000029
19638.8000000000,0.0000000029
20538.4000000000,0.0000000036
20782.5000000000,0.0000000005
